,location,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price,make,model,region,car_age,car_name,power_per_cc
3684,Mumbai,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,2.0476928433652555,Honda,City,West,4,Honda City,0.0783567134268537
3685,Ahmedabad,68000,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,2.8903717578961645,BMW,5,West,9,BMW 5,0.07851653859004344
3686,Hyderabad,122397,Diesel,Manual,First,17.5,1896.0,106.0,5.0,1.4816045409242156,Skoda,Laura,South,11,Skoda Laura,0.05590717299578059
3687,Coimbatore,50534,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,2.1126345090356,Volkswagen,Polo,South,2,Volkswagen Polo,0.08646616541353383
3688,Ahmedabad,55300,Diesel,Manual,First,19.87,1461.0,83.8,5.0,1.55814461804655,Renault,Duster,West,5,Renault Duster,0.05735797399041752
3689,Hyderabad,73095,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,1.33500106673234,Honda,City,South,11,Honda City,0.0788243152972612
3690,Ahmedabad,51100,Diesel,Manual,First,20.54,1598.0,103.6,5.0,1.2237754316221157,Volkswagen,Vento,West,8,Volkswagen Vento,0.06483103879849812
3691,Pune,13436,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,1.547562508716013,Hyundai,Grand,West,3,Hyundai Grand,0.06850459482038429
3692,Pune,76000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,0.3987761199573678,Ford,Fiesta,West,11,Ford Fiesta,0.04899135446685879
3693,Mumbai,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,1.5040773967762742,Hyundai,Xcent,West,3,Hyundai Xcent,0.06339285714285714
3694,Hyderabad,74885,Diesel,Manual,First,25.8,1498.0,98.6,5.0,1.6863989535702288,Honda,Amaze,South,5,Honda Amaze,0.06582109479305741
3695,Hyderabad,14000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,2.4423470353692043,Honda,City,South,3,Honda City,0.0783567134268537
3696,Pune,56000,Diesel,Manual,Second,20.4,1461.0,108.5,5.0,1.252762968495368,Renault,Fluence,West,7,Renault Fluence,0.07426420260095824
3697,Ahmedabad,46000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,2.803360380906535,BMW,5,West,9,BMW 5,0.09523809523809523
3698,Mumbai,51800,Petrol,Manual,First,15.5,1586.0,103.3,5.0,1.3609765531356006,Maruti,SX4,West,7,Maruti SX4,0.06513240857503153
3699,Hyderabad,81000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,1.1786549963416462,Honda,City,South,12,Honda City,0.052104208416833664
3700,Kochi,17370,Petrol,Manual,First,17.0,1198.0,73.75,5.0,1.7647307968401356,Volkswagen,Ameo,South,1,Volkswagen Ameo,0.061560934891485806
3701,Hyderabad,18456,Petrol,Manual,First,17.0,1198.0,73.75,5.0,1.749199854809259,Volkswagen,Ameo,South,3,Volkswagen Ameo,0.061560934891485806
3702,Delhi,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,2.302585092994046,Audi,A4,North,9,Audi A4,0.07113821138211382
3703,Mumbai,141537,Petrol,Manual,Second,18.9,998.0,67.1,5.0,0.04879016416943204,Maruti,Wagon,West,13,Maruti Wagon,0.06723446893787574
3704,Delhi,51000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,1.7298840655099674,Hyundai,Verna,North,6,Hyundai Verna,0.07984829329962073
3705,Coimbatore,29311,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,3.93123722435195,Mercedes-Benz,GLC,South,0,Mercedes-Benz GLC,0.07932804479701354
3706,Mumbai,31000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,3.3995293245614584,BMW,3,West,3,BMW 3,0.09523809523809523
3707,Mumbai,80000,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,1.5789787049493917,Honda,Mobilio,West,5,Honda Mobilio,0.06582109479305741
3708,Hyderabad,33000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,2.6741486494265287,Hyundai,Creta,South,3,Hyundai Creta,0.0797724399494311
3709,Hyderabad,71556,Petrol,Manual,First,17.0,1497.0,118.0,5.0,1.7047480922384253,Honda,City,South,8,Honda City,0.0788243152972612
3710,Bangalore,85000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,1.1631508098056809,Ford,Fiesta,South,8,Ford Fiesta,0.04860614724803431
3711,Chennai,91000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,1.5040773967762742,Maruti,Swift,South,3,Maruti Swift,0.05929487179487179
3712,Coimbatore,73187,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,3.4249139082794713,Mercedes-Benz,E-Class,South,4,Mercedes-Benz E-Class,0.09519365375641624
3713,Jaipur,232000,Diesel,Manual,First,11.5,1991.0,147.9,7.0,1.252762968495368,Chevrolet,Captiva,North,10,Chevrolet Captiva,0.07428427925665496
3714,Bangalore,127079,Diesel,Manual,First,12.8,2494.0,102.0,7.0,1.944480556245719,Toyota,Innova,South,12,Toyota Innova,0.0408981555733761
3715,Kochi,58816,Diesel,Manual,First,17.21,1493.0,100.0,7.0,1.2383742310432684,Mahindra,Quanto,South,5,Mahindra Quanto,0.06697923643670463
3716,Kochi,63818,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1.8825138324965192,Honda,City,South,4,Honda City,0.0783567134268537
3717,Kolkata,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2.8622008809294686,Audi,A4,East,5,Audi A4,0.08858231707317074
3718,Delhi,77445,Diesel,Manual,First,22.07,1199.0,73.9,5.0,1.3217558399823195,Volkswagen,Polo,North,6,Volkswagen Polo,0.06163469557964971
3719,Pune,14000,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,2.301584592660462,Ford,EcoSport,West,2,Ford EcoSport,0.08106880427521711
3720,Kolkata,85122,Diesel,Manual,First,12.99,2494.0,100.0,7.0,2.1041341542702074,Toyota,Innova,East,7,Toyota Innova,0.040096230954290296
3721,Jaipur,123000,Petrol,Manual,Third,13.0,1493.0,100.0,5.0,0.09531017980432493,Honda,City,North,14,Honda City,0.06697923643670463
3722,Kochi,61000,CNG,Manual,First,22.1,1586.0,85.7,5.0,1.358409157630355,Maruti,SX4,South,4,Maruti SX4,0.05403530895334174
3723,Chennai,63714,Petrol,Manual,First,24.7,796.0,47.3,5.0,0.8960880245566357,Maruti,Alto,South,4,Maruti Alto,0.059422110552763814
3724,Pune,53000,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,2.6210388241125804,Mercedes-Benz,M-Class,West,10,Mercedes-Benz M-Class,0.07510545698024775
3725,Kolkata,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,1.0986122886681098,Maruti,Swift,East,2,Maruti Swift,0.05929487179487179
3726,Ahmedabad,33000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,2.224623551524334,Maruti,Vitara,West,2,Maruti Vitara,0.07091346153846154
3727,Mumbai,31000,Diesel,Automatic,First,13.2,2400.0,215.0,5.0,2.8707357833793057,Others,S60,West,6,Others S60,0.08958333333333333
3728,Delhi,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2.9041650800285006,Toyota,Fortuner,North,5,Toyota Fortuner,0.05650570087189805
3729,Kochi,67914,Diesel,Manual,First,23.0,1396.0,90.0,5.0,1.2383742310432684,Hyundai,i20,South,6,Hyundai i20,0.06446991404011461
3730,Bangalore,58970,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,3.1675825304806504,Audi,A4,South,4,Audi A4,0.08858231707317074
3731,Mumbai,60000,Diesel,Manual,Second,19.64,1461.0,108.5,5.0,1.6956156086751528,Nissan,Terrano,West,6,Nissan Terrano,0.07426420260095824
3732,Coimbatore,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,1.6582280766035324,Maruti,Celerio,South,2,Maruti Celerio,0.06717434869739479
3733,Delhi,69496,Petrol,Manual,First,15.9,1298.0,85.0,5.0,0.09531017980432493,Maruti,Esteem,North,14,Maruti Esteem,0.06548536209553159
3734,Delhi,62282,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,1.0647107369924282,Hyundai,i10,North,7,Hyundai i10,0.06591478696741855
3735,Hyderabad,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,2.653241964607215,BMW,3,South,9,BMW 3,0.09523809523809523
3736,Kochi,43698,Petrol,Manual,First,18.9,1197.0,82.0,5.0,1.7578579175523736,Hyundai,Grand,South,1,Hyundai Grand,0.06850459482038429
3737,Coimbatore,28052,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,1.9768549529047348,Hyundai,Grand,South,2,Hyundai Grand,0.06850459482038429
3738,Coimbatore,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,1.5830939370944985,Hyundai,Grand,South,3,Hyundai Grand,0.0683876357560568
3739,Delhi,63000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,1.1939224684724346,Volkswagen,Polo,North,6,Volkswagen Polo,0.06176961602671119
3740,Hyderabad,91000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,1.0986122886681098,Honda,City,South,12,Honda City,0.052104208416833664
3741,Hyderabad,30000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,3.258096538021482,Mercedes-Benz,GLA,South,5,Mercedes-Benz GLA,0.06346243583761083
3742,Hyderabad,24571,Petrol,Manual,First,14.0,796.0,35.0,5.0,1.0647107369924282,Maruti,Omni,South,2,Maruti Omni,0.04396984924623116
3743,Bangalore,45000,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,2.0149030205422647,Hyundai,Verna,South,5,Hyundai Verna,0.07624135763670647
3744,Hyderabad,24617,Petrol,Manual,First,22.74,796.0,47.3,5.0,0.8586616190375187,Maruti,Alto,South,4,Maruti Alto,0.059422110552763814
3745,Coimbatore,26927,Diesel,Manual,First,24.3,1248.0,88.5,5.0,2.432735777459091,Maruti,Vitara,South,2,Maruti Vitara,0.07091346153846154
3746,Kochi,87736,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1.9487632180377197,Mahindra,XUV500,South,6,Mahindra XUV500,0.06424965580541533
3747,Delhi,35299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,2.0794415416798357,Maruti,Vitara,North,3,Maruti Vitara,0.07091346153846154
3748,Kochi,51612,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1.9615022438151495,Hyundai,i20,South,2,Hyundai i20,0.06836257309941521
3749,Mumbai,55300,Diesel,Automatic,First,10.0,1796.0,157.7,5.0,1.3609765531356006,Mercedes-Benz,E-Class,West,21,Mercedes-Benz E-Class,0.08780623608017817
3750,Hyderabad,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.7654678421395714,Maruti,Alto,South,10,Maruti Alto,0.05816582914572864
3751,Kolkata,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,1.1786549963416462,Honda,Amaze,East,6,Honda Amaze,0.07237061769616027
3752,Kochi,38467,Diesel,Automatic,First,12.65,2993.0,255.0,5.0,4.257879641930999,Others,Rover,South,4,Others Rover,0.08519879719345139
3753,Mumbai,71904,Diesel,Manual,First,24.0,1120.0,70.0,5.0,1.5282278570085572,Hyundai,Grand,West,6,Hyundai Grand,0.0625
3754,Mumbai,87000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,0.8544153281560676,Honda,Civic,West,11,Honda Civic,0.07226236798221233
3755,Chennai,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,1.3987168811184478,Hyundai,Grand,South,5,Hyundai Grand,0.0625
3756,Jaipur,22100,Petrol,Manual,Second,16.1,796.0,37.0,4.0,-0.2231435513142097,Maruti,800,North,10,Maruti 800,0.04648241206030151
3757,Hyderabad,59589,Diesel,Manual,First,23.59,1364.0,67.1,5.0,1.7227665977411035,Toyota,Etios,South,5,Toyota Etios,0.04919354838709677
3758,Delhi,44000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,1.6770965609079151,Hyundai,i20,North,4,Hyundai i20,0.06356017191977077
3759,Mumbai,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,1.1786549963416462,Maruti,Alto,West,2,Maruti Alto,0.06723446893787574
3760,Pune,66000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,2.4423470353692043,BMW,X1,West,7,BMW X1,0.09223057644110276
3761,Pune,38009,Petrol,Automatic,First,23.1,998.0,67.04,5.0,1.4469189829363254,Maruti,Celerio,West,3,Maruti Celerio,0.06717434869739479
3762,Mumbai,35000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,1.4929040961781488,Skoda,Superb,West,10,Skoda Superb,0.08773637374860957
3763,Pune,70000,Diesel,Manual,First,14.0,2498.0,112.0,7.0,1.0473189942805592,Mahindra,Xylo,West,10,Mahindra Xylo,0.04483586869495596
3764,Delhi,86000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,2.060513531794317,Mahindra,XUV500,North,5,Mahindra XUV500,0.06424965580541533
3765,Pune,32000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,1.667706820558076,Maruti,Swift,West,3,Maruti Swift,0.07167919799498747
3766,Mumbai,15000,Petrol,Manual,First,18.88,999.0,123.24,5.0,2.0794415416798357,Ford,Ecosport,West,2,Ford Ecosport,0.12336336336336336
3767,Coimbatore,69918,Diesel,Manual,First,21.43,1364.0,87.2,5.0,2.2438960966453663,Toyota,Corolla,South,5,Toyota Corolla,0.06392961876832845
3768,Pune,39000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,1.0116009116784799,Hyundai,i20,West,7,Hyundai i20,0.06683375104427736
3769,Mumbai,1011,Diesel,Manual,First,20.37,1461.0,108.45,5.0,2.6026896854443837,Renault,Captur,West,1,Renault Captur,0.0742299794661191
3770,Hyderabad,85000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,2.301584592660462,Mercedes-Benz,E-Class,South,10,Mercedes-Benz E-Class,0.06645463675929025
3771,Chennai,46663,Petrol,Manual,First,21.1,998.0,100.0,5.0,1.9387416595767009,Maruti,Baleno,South,2,Maruti Baleno,0.10020040080160321
3772,Chennai,27000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,1.9095425048844386,Nissan,Sunny,South,4,Nissan Sunny,0.0664886515353805
3773,Chennai,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,1.7047480922384253,Hyundai,Grand,South,4,Hyundai Grand,0.06850459482038429
3774,Kochi,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,2.217027204632399,Maruti,Ciaz,South,1,Maruti Ciaz,0.07062243502051983
3775,Jaipur,12500,Petrol,Manual,First,19.1,1197.0,82.0,5.0,1.423108334242607,Hyundai,Xcent,North,5,Hyundai Xcent,0.06850459482038429
3776,Ahmedabad,52000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,1.8718021769015913,Hyundai,Verna,West,7,Hyundai Verna,0.07984829329962073
3777,Kochi,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,1.4134230285081433,Maruti,Wagon,South,4,Maruti Wagon,0.0683375104427736
3778,Hyderabad,90000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,0.8109302162163288,Hyundai,Verna,South,11,Hyundai Verna,0.07367716008037509
3779,Kochi,52207,Petrol,Manual,First,17.71,1197.0,78.9,5.0,1.5173226235262947,Toyota,Etios,South,4,Toyota Etios,0.06591478696741855
3780,Pune,167362,Diesel,Manual,First,11.68,2498.0,112.0,7.0,1.3862943611198906,Mahindra,Xylo,West,6,Mahindra Xylo,0.04483586869495596
3781,Coimbatore,49894,Diesel,Manual,First,23.59,1364.0,67.06,5.0,1.6620303625532709,Toyota,Etios,South,4,Toyota Etios,0.04916422287390029
3782,Kochi,13024,Diesel,Manual,First,18.06,2523.0,63.0,7.0,2.209372711271867,Mahindra,Thar,South,0,Mahindra Thar,0.02497027348394768
3783,Pune,128000,Diesel,Manual,Second,14.42,1995.0,147.6,5.0,1.824549292051046,Nissan,X-Trail,West,9,Nissan X-Trail,0.07398496240601503
3784,Kochi,26023,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,2.994231147427724,Toyota,Innova,South,2,Toyota Innova,0.062250453720508164
3785,Delhi,42784,Diesel,Manual,First,21.38,1396.0,88.7,5.0,2.3194422100604686,Hyundai,Creta,North,3,Hyundai Creta,0.06353868194842408
3786,Pune,115000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,1.5040773967762742,Maruti,Swift,West,5,Maruti Swift,0.05929487179487179
3787,Kochi,30529,Diesel,Manual,First,23.9,1582.0,126.2,5.0,2.658859956911438,Hyundai,Verna,South,0,Hyundai Verna,0.0797724399494311
3788,Kochi,14814,Petrol,Manual,Second,19.7,796.0,46.3,5.0,0.9042181506398859,Maruti,Alto,South,7,Maruti Alto,0.05816582914572864
3789,Ahmedabad,58000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,2.066862759472976,Maruti,S,West,3,Maruti S,0.07091346153846154
3790,Hyderabad,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,0.8329091229351039,Hyundai,EON,South,8,Hyundai EON,0.06781326781326781
3791,Hyderabad,63220,Petrol,Manual,First,13.24,1598.0,102.5,5.0,1.8718021769015913,Nissan,Terrano,South,6,Nissan Terrano,0.06414267834793493
3792,Hyderabad,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.1786549963416462,Hyundai,EON,South,3,Hyundai EON,0.06781326781326781
3793,Bangalore,27768,Diesel,Manual,First,20.65,1248.0,88.7,5.0,1.766441661243765,Tata,Zest,South,2,Tata Zest,0.07107371794871795
3794,Hyderabad,53000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,3.367295829986474,Mercedes-Benz,E-Class,South,5,Mercedes-Benz E-Class,0.09472701819878675
3795,Coimbatore,87652,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,3.246880021277798,Audi,Q5,South,5,Audi Q5,0.08856707317073172
3796,Chennai,94873,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,0.6151856390902335,Ford,Fiesta,South,11,Ford Fiesta,0.06328320802005012
3797,Mumbai,56000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,3.1245651453969594,BMW,3,West,4,BMW 3,0.09223057644110276
3798,Kochi,18678,Petrol,Manual,First,21.1,998.0,100.0,5.0,2.1186622548331173,Maruti,Baleno,South,1,Maruti Baleno,0.10020040080160321
3799,Delhi,30000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,3.258096538021482,Mercedes-Benz,E-Class,North,5,Mercedes-Benz E-Class,0.09472701819878675
3800,Mumbai,129000,Diesel,Automatic,First,12.8,2953.0,169.18108108108106,7.0,1.9459101490553132,Ford,Endeavour,West,7,Ford Endeavour,0.05729125671557096
3801,Hyderabad,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.2383742310432684,Hyundai,i10,South,6,Hyundai i10,0.06591478696741855
3802,Mumbai,13000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,1.6389967146756448,Hyundai,Grand,West,2,Hyundai Grand,0.06850459482038429
3803,Kochi,74325,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1.2556160374777743,Honda,Brio,South,5,Honda Brio,0.07245409015025041
3804,Kolkata,45000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,1.2383742310432684,Hyundai,i20,East,4,Hyundai i20,0.06358166189111748
3805,Pune,57000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,1.3217558399823195,Volkswagen,Polo,West,6,Volkswagen Polo,0.06168614357262104
3806,Pune,125943,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,0.371563556432483,Honda,City,West,18,Honda City,0.06697923643670463
3807,Delhi,80000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,0.7884573603642703,Skoda,Octavia,North,11,Skoda Octavia,0.03481012658227848
3808,Hyderabad,154000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,2.0781907597781832,Ford,Endeavour,South,9,Ford Endeavour,0.056422569027611044
3809,Bangalore,62000,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,1.9095425048844386,Chevrolet,Cruze,South,6,Chevrolet Cruze,0.07428427925665496
3810,Kolkata,27000,Petrol,Automatic,First,14.0,2216.6923076923076,153.7656,5.0,2.4840729690394228,Honda,CR-V,East,6,Honda CR-V,0.06936713745358643
3811,Kolkata,45000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,1.6094379124341003,Honda,Mobilio,East,5,Honda Mobilio,0.06582109479305741
3812,Pune,105000,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,1.7749523509116738,Maruti,Ertiga,West,7,Maruti Ertiga,0.07112179487179487
3813,Mumbai,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,1.3217558399823195,Hyundai,Grand,West,6,Hyundai Grand,0.06850459482038429
3814,Mumbai,30900,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,3.3843902633457743,Others,XF,West,5,Others XF,0.09051119278316071
3815,Chennai,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,1.55814461804655,Honda,Amaze,South,5,Honda Amaze,0.07237061769616027
3816,Pune,112719,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,2.4423470353692043,Audi,A6,West,8,Audi A6,0.06653076352853966
3817,Chennai,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,1.9387416595767009,Hyundai,i20,South,2,Hyundai i20,0.06836257309941521
3818,Mumbai,16000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,1.6863989535702288,Volkswagen,Ameo,West,3,Volkswagen Ameo,0.061560934891485806
3819,Jaipur,63000,Petrol,Automatic,First,13.4,1997.0,135.1,5.0,1.55814461804655,Renault,Fluence,North,8,Renault Fluence,0.06765147721582374
3820,Chennai,28300,Petrol,Manual,First,24.07,998.0,67.1,5.0,0.7654678421395714,Maruti,Alto,South,8,Maruti Alto,0.06723446893787574
3821,Jaipur,49000,Petrol,Manual,First,19.7,796.0,46.3,5.0,-0.10536051565782628,Maruti,Alto,North,14,Maruti Alto,0.05816582914572864
3822,Kolkata,12501,Petrol,Manual,First,20.51,998.0,67.04,5.0,1.252762968495368,Maruti,Wagon,East,3,Maruti Wagon,0.06717434869739479
3823,Kochi,56628,Diesel,Manual,First,20.4,1248.0,92.0,5.0,1.766441661243765,Others,Linea,South,3,Others Linea,0.07371794871794872
3824,Pune,105000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,1.1474024528375417,Maruti,Swift,West,9,Maruti Swift,0.059214743589743594
3825,Pune,52126,Diesel,Manual,First,21.64,1461.0,84.8,5.0,1.791759469228055,Renault,Scala,West,3,Renault Scala,0.05804243668720054
3826,Kolkata,38000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,0.8020015854720274,Hyundai,i20,East,9,Hyundai i20,0.06683375104427736
3827,Bangalore,50000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,0.9162907318741551,Hyundai,Xcent,South,3,Hyundai Xcent,0.06850459482038429
3828,Kochi,50230,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.3532545070416904,Maruti,Wagon,South,4,Maruti Wagon,0.06723446893787574
3829,Ahmedabad,31000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,2.2512917986064953,Mahindra,XUV500,West,5,Mahindra XUV500,0.06424965580541533
3830,Delhi,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2.8763855159214247,Toyota,Fortuner,North,5,Toyota Fortuner,0.05650570087189805
3831,Delhi,130000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,1.3217558399823195,Renault,Duster,North,7,Renault Duster,0.0742299794661191
3832,Chennai,115000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,0.4054651081081644,Hyundai,Santro,South,9,Hyundai Santro,0.057182320441988954
3833,Pune,41500,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,1.6094379124341003,Hyundai,Verna,West,6,Hyundai Verna,0.07624135763670647
3834,Pune,54385,Diesel,Automatic,Second,15.06,1995.0,177.0,5.0,2.833213344056216,BMW,X1,West,5,BMW X1,0.0887218045112782
3835,Kochi,56361,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,1.4770487243883548,Honda,Civic,South,8,Honda Civic,0.07226236798221233
3836,Delhi,22000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,3.7256934272366524,Audi,A6,North,1,Audi A6,0.10441601779755284
3837,Kolkata,8000,Petrol,Manual,First,20.51,998.0,67.04,5.0,1.0986122886681098,Maruti,Wagon,East,2,Maruti Wagon,0.06717434869739479
3838,Coimbatore,28741,Diesel,Manual,First,24.3,1248.0,88.5,5.0,2.3978952727983707,Maruti,Vitara,South,1,Maruti Vitara,0.07091346153846154
3839,Pune,117236,Diesel,Automatic,Second,11.8,2720.0,190.0,7.0,2.6390573296152584,Others,Rover,West,7,Others Rover,0.06985294117647059
3840,Pune,30500,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,2.0347056478384444,Maruti,Dzire,West,3,Maruti Dzire,0.05929487179487179
3841,Kolkata,5000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,2.163323025660538,Hyundai,Verna,East,1,Hyundai Verna,0.07624135763670647
3842,Hyderabad,42000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,2.2925347571405443,Maruti,Ertiga,South,3,Maruti Ertiga,0.07091346153846154
3843,Mumbai,32773,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.7178397931503168,Hyundai,Accent,West,9,Hyundai Accent,0.06287625418060201
3844,Kolkata,19008,Petrol,Manual,First,17.0,1197.0,80.0,5.0,1.6582280766035324,Hyundai,i20,East,3,Hyundai i20,0.06683375104427736
3845,Kochi,32542,Petrol,Manual,First,17.0,1591.0,121.3,5.0,1.7526720805200082,Hyundai,Verna,South,7,Hyundai Verna,0.07624135763670647
3846,Hyderabad,94753,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.6678293725756554,Maruti,Alto,South,9,Maruti Alto,0.05816582914572864
3847,Ahmedabad,70000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,2.0082140323914683,Mahindra,Scorpio,West,8,Mahindra Scorpio,0.05507113354749885
3848,Delhi,68347,Petrol,Manual,First,18.9,998.0,67.1,5.0,0.9555114450274363,Maruti,Wagon,North,7,Maruti Wagon,0.06723446893787574
3849,Ahmedabad,72000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,1.1786549963416462,Hyundai,i20,West,8,Hyundai i20,0.06683375104427736
3850,Hyderabad,75014,Diesel,Manual,First,21.1,1248.0,73.9,5.0,1.3480731482996928,Maruti,Ritz,South,9,Maruti Ritz,0.059214743589743594
3851,Delhi,65000,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,2.0149030205422647,Renault,Koleos,North,6,Renault Koleos,0.07418546365914787
3852,Kochi,55598,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,2.4423470353692043,BMW,3,South,7,BMW 3,0.09523809523809523
3853,Pune,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,1.1786549963416462,Honda,Brio,West,6,Honda Brio,0.07245409015025041
3854,Chennai,44200,Petrol,Manual,Second,11.7,1997.0,134.0,5.0,0.4054651081081644,Hyundai,Sonata,South,16,Hyundai Sonata,0.0671006509764647
3855,Jaipur,65000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,1.6695918352538475,Maruti,Swift,North,5,Maruti Swift,0.059214743589743594
3856,Hyderabad,49000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,2.1972245773362196,Mahindra,XUV500,South,6,Mahindra XUV500,0.06424965580541533
3857,Kolkata,7200,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.2781522025001875,Hyundai,i10,East,3,Hyundai i10,0.06266114180478821
